country_name,wave_label,wave,set,item,item_type,item_subtype,ame,se,z,p,ci_low,ci_high,sig,ame_pct,n,n_loser,pct_loser
Australia,W6,6,Set1,Free elections,procedural,electoral,0.004699494827125156,0.030803653410704984,0.15256290429147512,0.8787429805518594,-0.05567566585785661,0.06507465551210692,,+0.5,1015,589,58.029556650246306
Australia,W6,6,Set1,Free expression,procedural,liberal,0.0026591274420701585,0.025802926932450797,0.10305526380908102,0.917919110217338,-0.047914609345533404,0.053232864229673715,,+0.3,1015,589,58.029556650246306
Australia,W6,6,Set1,No waste,governance,quality,0.020098213949305804,0.018547279101257322,1.0836206130064299,0.27853304750513314,-0.016254453089158544,0.05645088098777015,,+2.0,1015,589,58.029556650246306
Australia,W6,6,Set1,Reduce gap rich/poor,substantive,redistribution,-0.02745683621850142,0.023365561978794,-1.1750984737033314,0.2399553212341418,-0.07325333769693766,0.018339665259934818,,-2.7,1015,589,58.029556650246306
Australia,W6,6,Set2,Basic necessities,substantive,welfare,-0.049530083928559496,0.03125922090658943,-1.5844951502971902,0.113081084399574,-0.11079815690547479,0.011737989048355789,,-5.0,1014,587,57.88954635108481
Australia,W6,6,Set2,Legislature oversight,procedural,accountability,0.024730178898471934,0.023414979934103443,1.0561691262631805,0.29089095327537634,-0.021163181772370816,0.07062353956931469,,+2.5,1014,587,57.88954635108481
Australia,W6,6,Set2,Organize groups,procedural,liberal,0.0304841419701028,0.023865977751358878,1.2773053879331258,0.20149445218017,-0.0162931744225606,0.0772614583627662,,+3.0,1014,587,57.88954635108481
Australia,W6,6,Set2,Quality services,governance,quality,-0.005684236940014747,0.028882175814800886,-0.19680778125801096,0.8439779616478922,-0.06229330153702448,0.050924827656994985,,-0.6,1014,587,57.88954635108481
Australia,W6,6,Set3,Jobs for all,substantive,welfare,-0.03443269532653029,0.022029024602379967,-1.5630603691282026,0.11803839605982976,-0.07760958354719502,0.008744192894134445,,-3.4,1016,589,57.97244094488189
Australia,W6,6,Set3,Law and order,governance,quality,0.02053351950195164,0.025468517477263673,0.8062314392772324,0.4201094140414543,-0.02938477475348516,0.07045181375738843,,+2.1,1016,589,57.97244094488189
Australia,W6,6,Set3,Media freedom,procedural,liberal,0.04278543045713688,0.0275646559874957,1.5521844523126231,0.12061809516817695,-0.011241295278354685,0.09681215619262845,,+4.3,1016,589,57.97244094488189
Australia,W6,6,Set3,Party competition,procedural,electoral,-0.028886254632556965,0.03075070746542999,-0.9393687824916209,0.3475414350736586,-0.08915764126479975,0.03138513199968581,,-2.9,1016,589,57.97244094488189
Australia,W6,6,Set4,Clean politics,governance,quality,0.06415243051576835,0.03145223804640081,2.039677762235096,0.04138243122086892,0.002506043944822775,0.12579881708671392,*,+6.4,1013,587,57.9466929911155
Australia,W6,6,Set4,Court protection,procedural,accountability,-0.031560535412818794,0.026321512179264345,-1.1990395991641265,0.23051254830127704,-0.0831506992841769,0.02002962845853932,,-3.2,1013,587,57.9466929911155
Australia,W6,6,Set4,Protest freedom,procedural,liberal,-0.010204678296737114,0.024082938419027464,-0.4237306145613276,0.671762285491422,-0.057407237598030944,0.03699788100455671,,-1.0,1013,587,57.9466929911155
Australia,W6,6,Set4,Unemployment aid,substantive,welfare,-0.02238721680621218,0.01925800586743159,-1.1624888350497697,0.24503695726666913,-0.06013290830637809,0.015358474693953735,,-2.2,1013,587,57.9466929911155
Cambodia,W3,3,Set1,Free elections,procedural,electoral,-0.05713757919425656,0.04048410635804699,-1.4113582917929317,0.15813899451323932,-0.13648642765602864,0.02221126926751553,,-5.7,886,171,19.30022573363431
Cambodia,W3,3,Set1,Free expression,procedural,liberal,0.08233774929423043,0.04010398937361342,2.0531062016589523,0.040062278630171075,0.0037339301219481424,0.16094156846651272,*,+8.2,886,171,19.30022573363431
Cambodia,W3,3,Set1,No waste,governance,quality,0.0027881741912607195,0.020963535182334916,0.13300114541798255,0.8941924746360476,-0.038300354766115714,0.043876703148637154,,+0.3,886,171,19.30022573363431
Cambodia,W3,3,Set1,Reduce gap rich/poor,substantive,redistribution,-0.027988344291233383,0.029006319873535316,-0.9649050418412193,0.3345923758851305,-0.08484073124336261,0.028864042660895838,,-2.8,886,171,19.30022573363431
Cambodia,W3,3,Set2,Basic necessities,substantive,welfare,-0.07282952595066526,0.03478065294554748,-2.093966610249871,0.03626295474604243,-0.14099960572393833,-0.004659446177392196,*,-7.3,884,170,19.230769230769234
Cambodia,W3,3,Set2,Legislature oversight,procedural,accountability,0.023248108049575136,0.028032106134254598,0.8293386140246692,0.4069128266164551,-0.03169481997356388,0.07819103607271415,,+2.3,884,170,19.230769230769234
Cambodia,W3,3,Set2,Organize groups,procedural,liberal,0.12156935579719572,0.03656683526145,3.3245796341954224,8.855194015438847e-4,0.049898358684753716,0.1932403529096377,***,+12.2,884,170,19.230769230769234
Cambodia,W3,3,Set2,Quality services,governance,quality,-0.07198793789610924,0.04229953289460296,-1.7018612965651507,0.08878137258978716,-0.15489502236953107,0.010919146577312563,†,-7.2,884,170,19.230769230769234
Cambodia,W3,3,Set3,Jobs for all,substantive,welfare,-0.11568088698312468,0.04022018404618279,-2.8761898963538854,0.004025074797793711,-0.19451244771364296,-0.03684932625260641,**,-11.6,889,171,19.23509561304837
Cambodia,W3,3,Set3,Law and order,governance,quality,-0.08553601747483705,0.02752487485947895,-3.1075896951945765,0.0018861973824744608,-0.1394847721994158,-0.031587262750258305,**,-8.6,889,171,19.23509561304837
Cambodia,W3,3,Set3,Media freedom,procedural,liberal,0.03755724013546688,0.03193464871254009,1.1760655479112538,0.23956868381089552,-0.025034671341111703,0.10014915161204546,,+3.8,889,171,19.23509561304837
Cambodia,W3,3,Set3,Party competition,procedural,electoral,0.16365966432249474,0.04067570399302171,4.023523830111756,5.73337799068336e-5,0.08393528449617219,0.24338404414881729,***,+16.4,889,171,19.23509561304837
Cambodia,W3,3,Set4,Clean politics,governance,quality,0.014172755378655885,0.03875701941430205,0.3656822839535973,0.7146021672325653,-0.06179100267337612,0.09013651343068789,,+1.4,888,170,19.144144144144143
Cambodia,W3,3,Set4,Court protection,procedural,accountability,-0.01959701992121958,0.03289137364165805,-0.5958103220231363,0.5513019473539018,-0.08406411225886935,0.04487007241643019,,-2.0,888,170,19.144144144144143
Cambodia,W3,3,Set4,Protest freedom,procedural,liberal,0.09479030896199905,0.03858518659427964,2.4566502673347697,0.014023913798954051,0.01916334323721096,0.17041727468678713,*,+9.5,888,170,19.144144144144143
Cambodia,W3,3,Set4,Unemployment aid,substantive,welfare,-0.08936604441943527,0.037456733873303394,-2.385847221002077,0.017039828310736315,-0.16278124281110992,-0.015950846027760618,*,-8.9,888,170,19.144144144144143
Cambodia,W4,4,Set1,Free elections,procedural,electoral,-0.03779084829617118,0.0353138852694995,-1.0701413341457227,0.2845556962148121,-0.1070060634243902,0.03142436683204785,,-3.8,902,296,32.8159645232816
Cambodia,W4,4,Set1,Free expression,procedural,liberal,0.112065398846834,0.034178207288619054,3.278855379993862,0.001042290356050116,0.04507611256114066,0.17905468513252734,**,+11.2,902,296,32.8159645232816
Cambodia,W4,4,Set1,No waste,governance,quality,-0.032539258143621956,0.01219471668552949,-2.6683078404136875,0.007623437298559777,-0.05644090284725976,-0.008637613439984156,**,-3.3,902,296,32.8159645232816
Cambodia,W4,4,Set1,Reduce gap rich/poor,substantive,redistribution,-0.04173529240703998,0.022856965739549602,-1.8259331917720403,0.06786032577360125,-0.0865349452565572,0.0030643604424772375,†,-4.2,902,296,32.8159645232816
Cambodia,W4,4,Set2,Basic necessities,substantive,welfare,-0.05752701749066879,0.030259246195404127,-1.9011384857104001,0.05728387580382833,-0.11683514003366088,0.0017811050523232966,†,-5.8,898,295,32.85077951002227
Cambodia,W4,4,Set2,Legislature oversight,procedural,accountability,0.0127179830485867,0.02419894907051426,0.5255593129902987,0.5991944323679986,-0.034711957129621246,0.060147923226794645,,+1.3,898,295,32.85077951002227
Cambodia,W4,4,Set2,Organize groups,procedural,liberal,0.07907017956105603,0.027111463857374132,2.9164850698222065,0.0035399966520253553,0.025931710400602728,0.13220864872150934,**,+7.9,898,295,32.85077951002227
