country_name,wave_label,wave,set,item,item_type,item_subtype,ame,se,z,p,ci_low,ci_high,sig,ame_pct,n,n_loser,pct_loser
Australia,W6,6,Set1,Free elections,procedural,electoral,0.004699494827125156,0.027862185362814245,0.1686692829700735,0.8660567812020524,-0.049910388483990764,0.05930937813824108,,+0.5,1015,589,58.029556650246306
Australia,W6,6,Set1,Free expression,procedural,liberal,0.0026591274420701585,0.02656770315490178,0.1000887215039342,0.9202738893044896,-0.049413570741537335,0.054731825625677646,,+0.3,1015,589,58.029556650246306
Australia,W6,6,Set1,No waste,governance,quality,0.020098213949305804,0.01843917314323422,1.0899737094057456,0.27572472527709097,-0.016042565411433264,0.05623899331004487,,+2.0,1015,589,58.029556650246306
Australia,W6,6,Set1,Reduce gap rich/poor,substantive,redistribution,-0.02745683621850142,0.021456262908386137,-1.2796653515915846,0.20066285524276944,-0.06951111151893825,0.01459743908193541,,-2.7,1015,589,58.029556650246306
Australia,W6,6,Set2,Basic necessities,substantive,welfare,-0.049530083928559496,0.030412172855512665,-1.6286269371108557,0.10339201825152396,-0.10913794272536431,0.010077774868245327,,-5.0,1014,587,57.88954635108481
Australia,W6,6,Set2,Legislature oversight,procedural,accountability,0.024730178898471934,0.021707733224818313,1.1392335921190555,0.25460573808475123,-0.01781697822217196,0.06727733601911583,,+2.5,1014,587,57.88954635108481
Australia,W6,6,Set2,Organize groups,procedural,liberal,0.0304841419701028,0.022406430632939213,1.3605086177933543,0.1736690276676444,-0.013432462070458059,0.07440074601066365,,+3.0,1014,587,57.88954635108481
Australia,W6,6,Set2,Quality services,governance,quality,-0.005684236940014747,0.025440251505140045,-0.22343477771303802,0.8231971396964313,-0.05554712989008924,0.04417865601005974,,-0.6,1014,587,57.88954635108481
Australia,W6,6,Set3,Jobs for all,substantive,welfare,-0.03443269532653029,0.022123478954575664,-1.5563870129660953,0.11961609152475623,-0.07779471407749858,0.008929323424438008,,-3.4,1016,589,57.97244094488189
Australia,W6,6,Set3,Law and order,governance,quality,0.02053351950195164,0.027995429880071955,0.7334596964545295,0.4632781009232485,-0.03433752306298939,0.07540456206689267,,+2.1,1016,589,57.97244094488189
Australia,W6,6,Set3,Media freedom,procedural,liberal,0.04278543045713688,0.028738703843524324,1.488773839282863,0.1365469333921889,-0.013542429076170794,0.09911328999044455,,+4.3,1016,589,57.97244094488189
